"","X.2","SampleID","Site","Room.Type","Start.Date","SamplerStart","CollectionDate","SamplerEnd","Entry","SamplerNumber","Cartridge","Location","CollectionMethod","Notes","Flushed.Toilets","occupiedrooms","stack.n","wing.n","building.n","s.wing.n","source.rooms","Runtime","N","ORF1ab","S","MS2","Result","ct","X","X.1","LogCopiesPerL","lab","Result.clean"
"1",1,"E1","Barnhart","Roof","3/22/2021",1230,2021-03-23,1120,1,11,NA,"Exhaust #26","PUF",NA,NA,NA,0,2,2,0,"202, 302, 402, 502, 602, 702",NA,"31.7","No Amp","26.7","30.6","Positive (2/3)",32.8,NA,NA,NA,"uo","Positive"
"2",2,"E10","Barnhart","Port",NA,NA,2021-03-23,1129,1,7,NA,"Port #34","Swab",NA,NA,NA,0,2,2,0,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,"30.9","No Amp","No Amp","27.9","Negative",37,NA,NA,NA,"uo","Negative"
"3",100,"E100","Barnhart","Indoors",NA,NA,2021-03-27,1002,2,NA,NA,"Positive Floor Elevator Common Buttons","Swab",NA,NA,NA,NA,1,1,0,NA,NA,"31","No Amp","No Amp","25.3","Negative",37,NA,NA,NA,"uo","Negative"
"4",101,"E101","Barnhart","Indoors",NA,NA,2021-03-27,1002,2,NA,NA,"2nd Floor Elevator Call Button","Swab",NA,NA,NA,NA,1,1,0,NA,NA,"29","No Amp","30","28.1","Positive (2/3)",33,NA,NA,NA,"uo","Positive"
"5",102,"E102","Barnhart","Indoors",NA,NA,2021-03-27,1002,2,NA,NA,"2nd Floor N Hallway Door Handle","Swab",NA,NA,NA,NA,1,1,0,NA,NA,"30.8","30.9","30.3","29","Positive (3/3)",30.7,NA,NA,NA,"uo","Positive"
"6",103,"E103","Barnhart","Indoors",NA,NA,2021-03-27,1002,2,NA,NA,"2nd Floor Stairway Door Handle","Swab",NA,NA,NA,NA,1,1,0,NA,NA,"31","31.1","29.7","25.5","Positive (3/3)",30.6,NA,NA,NA,"uo","Positive"
"7",108,"E108","Barnhart","Port",NA,NA,2021-03-27,1020,5,11,NA,"Port #26","Swab",NA,NA,"202",1,1,1,0,"202, 302, 402, 502, 602, 702",NA,"30.6","30.7","25.8","25.9","Positive (3/3)",29,NA,NA,NA,"uo","Positive"
"8",109,"E109","Barnhart","Roof","3/26/2021",1038,2021-03-27,1020,5,11,NA,"Exhaust #26","PUF",NA,NA,"202",1,1,1,0,"202, 302, 402, 502, 602, 702",NA,"21.4","18.9","17.2","23.8","Positive (3/3)",19.1,NA,NA,NA,"uo","Positive"
"9",3,"E11","Barnhart","Roof","3/22/2021",1240,2021-03-23,1131,1,6,"E","Exhaust #37","PUF",NA,NA,NA,0,2,2,0,"117, 119, 217, 219, 317, 417, 517, 617, 717, 319, 419, 519, 619, 719",NA,"31.4","No Amp","30.9","26.9","Positive (2/3)",34.1,NA,NA,NA,"uo","Positive"
"10",111,"E111","Barnhart","Roof","3/26/2021",1040,2021-03-27,1022,5,10,NA,"Exhaust #27","PUF",NA,NA,NA,0,1,1,0,"101, 106, 204, 304, 404, 504, 604, 704",NA,"29.4","No Amp","22.7","32.5","Positive (2/3)",30.7,NA,NA,NA,"uo","Positive"
"11",112,"E112","Barnhart","Port",NA,NA,2021-03-27,1024,5,9,NA,"Port #30","Swab",NA,NA,NA,0,1,1,0,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,"33.3","No Amp","No Amp","33.3","Negative",37.8,NA,NA,NA,"uo","Negative"
"12",113,"E113","Barnhart","Roof","3/26/2021",1042,2021-03-27,1024,5,9,"Z","Exhaust #30","PUF",NA,NA,NA,0,1,1,0,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,"31","No Amp","No Amp","26.7","Negative",37,NA,NA,NA,"uo","Negative"
"13",114,"E114","Barnhart","Port",NA,NA,2021-03-27,1026,5,8,NA,"Port #31","Swab",NA,NA,NA,0,1,1,0,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,"30.7","No Amp","28.7","25.7","Positive (2/3)",33.1,NA,NA,NA,"uo","Positive"
"14",115,"E115","Barnhart","Roof","3/26/2021",1044,2021-03-27,1026,5,8,"F","Exhaust #31","PUF",NA,NA,NA,0,1,1,0,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,"30.1","No Amp","28.7","26.3","Positive (2/3)",32.9,NA,NA,NA,"uo","Positive"
"15",116,"E116","Barnhart","Port",NA,NA,2021-03-27,1028,5,7,NA,"Port #34","Swab",NA,NA,NA,0,1,1,0,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,"31.4","No Amp","No Amp","28","Negative",37.1,NA,NA,NA,"uo","Negative"
"16",117,"E117","Barnhart","Roof","3/26/2021",1046,2021-03-27,1028,5,7,"K","Exhaust #34","PUF",NA,NA,NA,0,1,1,0,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,"31.9","No Amp","No Amp","27.3","Negative",37.3,NA,NA,NA,"uo","Negative"
"17",119,"E119","Barnhart","Roof","3/26/2021",1048,2021-03-27,1030,5,6,"E","Exhaust #37","PUF",NA,NA,NA,0,1,1,0,"117, 119, 217, 219, 317, 417, 517, 617, 717, 319, 419, 519, 619, 719",NA,"33","31.9","30.1","26.3","Positive (3/3)",31.6,NA,NA,NA,"uo","Positive"
"18",4,"E12","Barnhart","Port",NA,NA,2021-03-23,1131,1,6,NA,"Port #37","Swab",NA,NA,NA,0,2,2,0,"117, 119, 217, 219, 317, 417, 517, 617, 717, 319, 419, 519, 619, 719",NA,"30.8","No Amp","No Amp","27.8","Negative",36.9,NA,NA,NA,"uo","Negative"
"19",123,"E123","Barnhart","Roof","3/26/2021",1052,2021-03-27,1034,5,4,"G","Exhaust #32","PUF",NA,NA,NA,0,1,1,0,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,"31.6","No Amp","No Amp","29.6","Negative",37.2,NA,NA,NA,"uo","Negative"
"20",124,"E124","Barnhart","Port",NA,NA,2021-03-27,1036,5,3,NA,"Port #29","Swab",NA,NA,"107",1,1,1,0,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,"30.3","No Amp","30.7","25.7","Positive (2/3)",33.7,NA,NA,NA,"uo","Positive"
"21",125,"E125","Barnhart","Roof","3/26/2021",1054,2021-03-27,1036,5,3,"C","Exhaust #29","PUF",NA,NA,"107",1,1,1,0,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,"32","No Amp","No Amp","33","Negative",37.3,NA,NA,NA,"uo","Negative"
"22",126,"E126","Barnhart","Roof","3/26/2021",1102,2021-03-27,1048,5,2,NA,"Exhaust #38 & #39","PUF",NA,NA,NA,0,1,1,0,"225, 325, 425, 525, 625, 725, 221, 321, 421, 521, 621, 721, 223, 323, 423, 523, 623, 723",NA,"28.1","23.5","No Amp","24.5","Positive (2/3)",30.5,NA,NA,NA,"uo","Positive"
"23",127,"E127","Barnhart","Port",NA,NA,2021-03-27,1040,5,1,NA,"Port #40","Swab",NA,NA,NA,0,1,1,0,"227, 327, 427, 527, 627, 727, 229, 329, 429, 529, 629, 729",NA,"30.5","31.3","31.4","25.6","Positive (3/3)",31,NA,NA,NA,"uo","Positive"
"24",128,"E128","Barnhart","Roof","3/26/2021",1056,2021-03-27,1040,5,1,NA,"Exhaust #40","PUF",NA,NA,NA,0,1,1,0,"227, 327, 427, 527, 627, 727, 229, 329, 429, 529, 629, 729",NA,"33.3","No Amp","No Amp","30.3","Negative",37.8,NA,NA,NA,"uo","Negative"
"25",5,"E13","Barnhart","Roof","3/22/2021",1242,2021-03-23,1133,1,5,"I","Exhaust #33","PUF",NA,NA,NA,0,2,2,0,"113, 115, 213, 215, 313, 413, 513, 613, 713, 315, 415, 515, 615, 715",NA,"30.5","No Amp","25.9","29.8","Positive (2/3)",32.1,NA,NA,NA,"uo","Positive"
"26",135,"E130","Barnhart","Indoors",NA,NA,2021-03-28,945,3,NA,NA,"W. Entrance Door Handle Interior","Swab",NA,NA,NA,NA,2,2,0,NA,NA,"31.5","32.1","No Amp","29.3","Positive (2/3)",34.5,NA,NA,NA,"uo","Positive"
"27",136,"E131","Barnhart","Indoors",NA,NA,2021-03-28,945,3,NA,NA,"Lobby Call Elevator Button","Swab",NA,NA,NA,NA,2,2,0,NA,NA,"31.8","No Amp","No Amp","29.1","Negative",37.3,NA,NA,NA,"uo","Negative"
"28",137,"E132","Barnhart","Indoors",NA,NA,2021-03-28,945,3,NA,NA,"Positive Floor Elevator Railing","Swab",NA,NA,NA,NA,2,2,0,NA,NA,"26.1","No Amp","21","21.5","Positive (2/3)",29,NA,NA,NA,"uo","Positive"
"29",138,"E133","Barnhart","Indoors",NA,NA,2021-03-28,945,3,NA,NA,"Positive Floor Elevator Common Buttons","Swab",NA,NA,NA,NA,2,2,0,NA,NA,"29.9","32.5","31.4","27","Positive (3/3)",31.2,NA,NA,NA,"uo","Positive"
"30",139,"E134","Barnhart","Indoors",NA,NA,2021-03-28,945,3,NA,NA,"2nd Floor Elevator Call Button","Swab",NA,NA,NA,NA,2,2,0,NA,NA,"27.2","No Amp","No Amp","27.8","Negative",35.7,NA,NA,NA,"uo","Negative"
"31",140,"E135","Barnhart","Indoors",NA,NA,2021-03-28,945,3,NA,NA,"2nd Floor N Hallway Door Handle","Swab",NA,NA,NA,NA,2,2,0,NA,NA,"26","19","19.1","29.2","Positive (3/3)",21.4,NA,NA,NA,"uo","Positive"
"32",141,"E136","Barnhart","Indoors",NA,NA,2021-03-28,945,3,NA,NA,"2nd Floor Stairway Door Handle","Swab",NA,NA,NA,NA,2,2,0,NA,NA,"29.8","30.7","No Amp","28.8","Positive (2/3)",33.5,NA,NA,NA,"uo","Positive"
"33",6,"E14","Barnhart","Port",NA,NA,2021-03-23,1133,1,5,NA,"Port #33","Swab",NA,NA,NA,0,2,2,0,"113, 115, 213, 215, 313, 413, 513, 613, 713, 315, 415, 515, 615, 715",NA,"31.9","No Amp","No Amp","30.9","Negative",37.3,NA,NA,NA,"uo","Negative"
"34",146,"E141","Barnhart","Port",NA,NA,2021-03-28,1010,6,11,NA,"Port #26","Swab",NA,NA,"202",1,2,2,0,"202, 302, 402, 502, 602, 702",NA,"31.8","No Amp","No Amp","25.8","Negative",37.3,NA,NA,NA,"uo","Negative"
"35",147,"E142","Barnhart","Roof","3/27/2021",1020,2021-03-28,1010,6,11,NA,"Exhaust #26","PUF",NA,NA,"202",1,2,2,0,"202, 302, 402, 502, 602, 702",NA,"30.1","30.3","23.7","No Amp","Positive (3/3)",28.1,NA,NA,NA,"uo","Positive"
"36",148,"E143","Barnhart","Port",NA,NA,2021-03-28,1012,6,10,NA,"Port #27","Swab",NA,NA,NA,0,2,2,0,"101, 106, 204, 304, 404, 504, 604, 704",NA,"30.6","No Amp","25.9","29.4","Positive (2/3)",32.2,NA,NA,NA,"uo","Positive"
"37",149,"E144","Barnhart","Roof","3/27/2021",1022,2021-03-28,1012,6,10,NA,"Exhaust #27","PUF",NA,NA,NA,0,2,2,0,"101, 106, 204, 304, 404, 504, 604, 704",NA,"29.4","29.1","24.8","31.2","Positive (3/3)",27.8,NA,NA,NA,"uo","Positive"
"38",150,"E145","Barnhart","Port",NA,NA,2021-03-28,1014,6,9,NA,"Port #30","Swab",NA,NA,NA,0,2,2,0,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,"32.1","No Amp","24.9","29.9","Positive (2/3)",32.3,NA,NA,NA,"uo","Positive"
"39",151,"E146","Barnhart","Roof","3/27/2021",1024,2021-03-28,1014,6,9,"Z","Exhaust #30","PUF",NA,NA,NA,0,2,2,0,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,"30.7","30.9","32.2","25.7","Positive (3/3)",31.3,NA,NA,NA,"uo","Positive"
"40",152,"E147","Barnhart","Port",NA,NA,2021-03-28,1016,6,8,NA,"Port #31","Swab",NA,NA,NA,0,2,2,0,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,"32.2","No Amp","No Amp","26.7","Negative",37.4,NA,NA,NA,"uo","Negative"
"41",7,"E15","Barnhart","Roof","3/22/2021",1244,2021-03-23,1136,1,4,"G","Exhaust #32","PUF",NA,NA,NA,0,2,2,0,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,"30","No Amp","24.6","29.2","Positive (2/3)",31.5,NA,NA,NA,"uo","Positive"
"42",155,"E150","Barnhart","Roof","3/27/2021",1028,2021-03-28,1018,6,7,"K","Exhaust #34","PUF",NA,NA,NA,0,2,2,0,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,"30.7","No Amp","No Amp","30.8","Negative",36.9,NA,NA,NA,"uo","Negative"
"43",156,"E151","Barnhart","Port",NA,NA,2021-03-28,1020,6,6,NA,"Port #37","Swab",NA,NA,NA,0,2,2,0,"117, 119, 217, 219, 317, 417, 517, 617, 717, 319, 419, 519, 619, 719",NA,"30.6","No Amp","No Amp","29.1","Negative",36.9,NA,NA,NA,"uo","Negative"
"44",157,"E152","Barnhart","Roof","3/27/2021",1030,2021-03-28,1020,6,6,"E","Exhaust #37","PUF",NA,NA,NA,0,2,2,0,"117, 119, 217, 219, 317, 417, 517, 617, 717, 319, 419, 519, 619, 719",NA,"30.8","30.1","No Amp","26.4","Positive (2/3)",33.7,NA,NA,NA,"uo","Positive"
"45",158,"E153","Barnhart","Port",NA,NA,2021-03-28,1022,6,5,NA,"Port #33","Swab",NA,NA,NA,0,2,2,0,"113, 115, 213, 215, 313, 413, 513, 613, 713, 315, 415, 515, 615, 715",NA,"32.4","No Amp","No Amp","32.4","Negative",37.5,NA,NA,NA,"uo","Negative"
"46",159,"E154","Barnhart","Roof","3/27/2021",1032,2021-03-28,1022,6,5,"I","Exhaust #33","PUF",NA,NA,NA,0,2,2,0,"113, 115, 213, 215, 313, 413, 513, 613, 713, 315, 415, 515, 615, 715",NA,"29.9","No Amp","28.4","31.8","Positive (2/3)",32.8,NA,NA,NA,"uo","Positive"
"47",160,"E155","Barnhart","Port",NA,NA,2021-03-28,1024,6,4,NA,"Port #32","Swab",NA,NA,NA,0,2,2,0,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,"32","No Amp","33","30.5","Positive (2/3)",35,NA,NA,NA,"uo","Positive"
"48",161,"E156","Barnhart","Roof","3/27/2021",1034,2021-03-28,1024,6,4,"G","Exhaust #32","PUF",NA,NA,NA,0,2,2,0,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,"30","28.5","29.2","26.3","Positive (3/3)",29.2,NA,NA,NA,"uo","Positive"
"49",162,"E157","Barnhart","Port",NA,NA,2021-03-28,1026,6,3,NA,"Port #29","Swab",NA,NA,"105, 107",2,2,2,0,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,"29.5","30","28.9","26.5","Positive (3/3)",29.5,NA,NA,NA,"uo","Positive"
"50",163,"E158","Barnhart","Roof","3/27/2021",1036,2021-03-28,1026,6,3,"C","Exhaust #29","PUF",NA,NA,"105, 107",2,2,2,0,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,"29.3","29.7","26.6","31.2","Positive (3/3)",28.5,NA,NA,NA,"uo","Positive"
"51",164,"E159","Barnhart","Roof","3/27/2021",1048,2021-03-28,1035,6,2,NA,"Exhaust #38 & #39","PUF",NA,NA,NA,0,2,2,0,"225, 325, 425, 525, 625, 725, 221, 321, 421, 521, 621, 721, 223, 323, 423, 523, 623, 723",NA,"30.6","No Amp","31","30.2","Positive (2/3)",33.9,NA,NA,NA,"uo","Positive"
"52",8,"E16","Barnhart","Port",NA,NA,2021-03-23,1136,1,4,NA,"Port #32","Swab",NA,NA,NA,0,2,2,0,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,"32.1","No Amp","30.6","28.6","Positive (2/3)",34.2,NA,NA,NA,"uo","Positive"
"53",165,"E160","Barnhart","Port",NA,NA,2021-03-28,1028,6,1,NA,"Port #40","Swab",NA,NA,NA,0,2,2,0,"227, 327, 427, 527, 627, 727, 229, 329, 429, 529, 629, 729",NA,"31.5","No Amp","No Amp","25.6","Negative",37.2,NA,NA,NA,"uo","Negative"
"54",166,"E161","Barnhart","Roof","3/27/2021",1040,2021-03-28,1028,6,1,NA,"Exhaust #40","PUF",NA,NA,NA,0,2,2,0,"227, 327, 427, 527, 627, 727, 229, 329, 429, 529, 629, 729",NA,"29.5","No Amp","29.3","29.2","Positive (2/3)",32.9,NA,NA,NA,"uo","Positive"
"55",168,"E162","Barnhart","Indoors",NA,NA,2021-03-29,945,3,NA,NA,"W. Entrance Door Handle Exterior","Swab",NA,NA,NA,NA,3,3,0,NA,NA,"27.9","No Amp","29.8","No Amp","Positive (2/3)",32.6,NA,NA,NA,"uo","Positive"
"56",169,"E163","Barnhart","Indoors",NA,NA,2021-03-29,945,3,NA,NA,"W. Entrance Door Handle Interior","Swab",NA,NA,NA,NA,3,3,0,NA,NA,"27.2","30.8","No Amp","No Amp","Positive (2/3)",32.7,NA,NA,NA,"uo","Positive"
"57",172,"E166","Barnhart","Indoors",NA,NA,2021-03-29,945,3,NA,NA,"Positive Floor Elevator Common Buttons","Swab",NA,NA,NA,NA,3,3,0,NA,NA,"29.5","No Amp","29.4","No Amp","Positive (2/3)",33,NA,NA,NA,"uo","Positive"
"58",174,"E168","Barnhart","Indoors",NA,NA,2021-03-29,945,3,NA,NA,"2nd Floor N Hallway Door Handle","Swab",NA,NA,NA,NA,3,3,0,NA,NA,"29","30.3","28.3","26","Positive (3/3)",29.2,NA,NA,NA,"uo","Positive"
"59",175,"E169","Barnhart","Indoors",NA,NA,2021-03-29,945,3,NA,NA,"2nd Floor Stairway Door Handle","Swab",NA,NA,NA,NA,3,3,0,NA,NA,"29.8","31.7","30.3","31","Positive (3/3)",30.6,NA,NA,NA,"uo","Positive"
"60",9,"E17","Barnhart","Roof","3/22/2021",1246,2021-03-23,1138,1,3,"C","Exhaust #29","PUF","suspected cases",NA,"105, 107",2,2,2,0,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,"31","32.4","26.7","27.5","Positive (3/3)",30,NA,NA,NA,"uo","Positive"
"61",180,"E174","Barnhart","Port",NA,NA,2021-03-29,1022,7,11,NA,"Port #26","Swab",NA,NA,"202",1,3,3,0,"202, 302, 402, 502, 602, 702",NA,"28.3","No Amp","29.4","31.8","Positive (2/3)",32.5,NA,NA,NA,"uo","Positive"
"62",181,"E175","Barnhart","Roof","3/28/2021",1010,2021-03-29,1022,7,11,NA,"Exhaust #26","PUF",NA,NA,"202",1,3,3,0,"202, 302, 402, 502, 602, 702",NA,"28.1","31.1","29.3","28.5","Positive (3/3)",29.5,NA,NA,NA,"uo","Positive"
"63",182,"E176","Barnhart","Port",NA,NA,2021-03-29,1024,7,10,NA,"Port #27","Swab",NA,NA,"204",1,3,3,0,"101, 106, 204, 304, 404, 504, 604, 704",NA,"29.4","No Amp","31.1","32","Positive (2/3)",33.5,NA,NA,NA,"uo","Positive"
"64",10,"E18","Barnhart","Port",NA,NA,2021-03-23,1138,1,3,NA,"Port #29","Swab","suspected cases",NA,"105, 107",2,2,2,0,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,"30.9","33.7","30.6","28","Positive (3/3)",31.7,NA,NA,NA,"uo","Positive"
"65",186,"E180","Barnhart","Port",NA,NA,2021-03-29,1028,7,8,NA,"Port #31","Swab",NA,NA,NA,0,3,3,0,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,"26.1","No Amp","27.3","No Amp","Positive (2/3)",31.1,NA,NA,NA,"uo","Positive"
"66",188,"E182","Barnhart","Port",NA,NA,2021-03-29,1030,7,7,NA,"Port #34","Swab",NA,NA,NA,0,3,3,0,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,"29.2","31.4","25.7","26.5","Positive (3/3)",28.7,NA,NA,NA,"uo","Positive"
"67",190,"E184","Barnhart","Port",NA,NA,2021-03-29,1032,7,6,NA,"Port #37","Swab",NA,NA,NA,0,3,3,0,"117, 119, 217, 219, 317, 417, 517, 617, 717, 319, 419, 519, 619, 719",NA,"29.9","No Amp","31.7","26.9","Positive (2/3)",33.9,NA,NA,NA,"uo","Positive"
"68",191,"E185","Barnhart","Roof","3/28/2021",1020,2021-03-29,1032,7,6,"E","Exhaust #37","PUF",NA,NA,NA,0,3,3,0,"117, 119, 217, 219, 317, 417, 517, 617, 717, 319, 419, 519, 619, 719",NA,"26.8","30.5","29.1","27.7","Positive (3/3)",28.8,NA,NA,NA,"uo","Positive"
"69",192,"E186","Barnhart","Port",NA,NA,2021-03-29,1034,7,5,NA,"Port #33","Swab",NA,NA,NA,0,3,3,0,"113, 115, 213, 215, 313, 413, 513, 613, 713, 315, 415, 515, 615, 715",NA,"29.3","No Amp","29.7","34.1","Positive (2/3)",33,NA,NA,NA,"uo","Positive"
"70",195,"E189","Barnhart","Roof","3/28/2021",1024,2021-03-29,1036,7,4,"G","Exhaust #32","PUF",NA,NA,NA,0,3,3,0,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,"28.1","No Amp","No Amp","29.9","Negative",36,NA,NA,NA,"uo","Negative"
"71",11,"E19","Barnhart","Roof","3/22/2021",1248,2021-03-23,1140,1,1,NA,"Exhaust #40","PUF",NA,NA,NA,0,2,2,0,"227, 327, 427, 527, 627, 727, 229, 329, 429, 529, 629, 729",NA,"31","No Amp","29","27.8","Positive (2/3)",33.3,NA,NA,NA,"uo","Positive"
"72",200,"E194","Barnhart","Roof","3/28/2021",1028,2021-03-29,1040,7,1,NA,"Exhaust #40","PUF",NA,NA,NA,0,3,3,0,"227, 327, 427, 527, 627, 727, 229, 329, 429, 529, 629, 729",NA,"28.5","No Amp","26.9","No Amp","Positive (2/3)",31.8,NA,NA,NA,"uo","Positive"
"73",202,"E195","Barnhart","Indoors",NA,NA,2021-03-30,1035,4,NA,NA,"W. Entrance Door Handle Exterior","Swab",NA,NA,NA,NA,3,3,1,NA,NA,"27.5","No Amp","29.8","No Amp","Positive (2/3)",32.4,NA,NA,NA,"uo","Positive"
"74",203,"E196","Barnhart","Indoors",NA,NA,2021-03-30,1035,4,NA,NA,"W. Entrance Door Handle Interior","Swab",NA,NA,NA,NA,3,3,1,NA,NA,"29.1","No Amp","29.6","30.9","Positive (2/3)",32.9,NA,NA,NA,"uo","Positive"
"75",204,"E197","Barnhart","Indoors",NA,NA,2021-03-30,1035,4,NA,NA,"Lobby Call Elevator Button","Swab",NA,NA,NA,NA,3,3,1,NA,NA,"29.2","No Amp","27.8","No Amp","Positive (2/3)",32.3,NA,NA,NA,"uo","Positive"
"76",205,"E198","Barnhart","Indoors",NA,NA,2021-03-30,1035,4,NA,NA,"Positive Floor Elevator Railing","Swab",NA,NA,NA,NA,3,3,1,NA,NA,"31.1","No Amp","32.5","27.7","Positive (2/3)",34.5,NA,NA,NA,"uo","Positive"
"77",12,"E2","Barnhart","Port",NA,NA,2021-03-23,1120,1,11,NA,"Port #26","Swab",NA,NA,NA,0,2,2,0,"202, 302, 402, 502, 602, 702",NA,"32.4","No Amp","No Amp","28.5","Negative",37.5,NA,NA,NA,"uo","Negative"
"78",13,"E20","Barnhart","Port",NA,NA,2021-03-23,1140,1,1,NA,"Port #40","Swab",NA,NA,NA,0,2,2,0,"227, 327, 427, 527, 627, 727, 229, 329, 429, 529, 629, 729",NA,"30.9","31.3","29.3","27.8","Positive (3/3)",30.5,NA,NA,NA,"uo","Positive"
"79",207,"E200","Barnhart","Indoors",NA,NA,2021-03-30,1035,4,NA,NA,"2nd Floor Elevator Call Button","Swab",NA,NA,NA,NA,3,3,1,NA,NA,"33","32.7","31","26.8","Positive (3/3)",32.2,NA,NA,NA,"uo","Positive"
"80",208,"E201","Barnhart","Indoors",NA,NA,2021-03-30,1035,4,NA,NA,"2nd Floor N Hallway Door Handle","Swab",NA,NA,NA,NA,3,3,1,NA,NA,"32.3","No Amp","29.4","26.8","Positive (2/3)",33.9,NA,NA,NA,"uo","Positive"
"81",214,"E207","Barnhart","Port",NA,NA,2021-03-30,1102,8,11,NA,"Port #26","Swab",NA,NA,"202",1,3,3,1,"202, 302, 402, 502, 602, 702",NA,"28","30.2","No Amp","No Amp","Positive (2/3)",32.7,NA,NA,NA,"uo","Positive"
"82",22,"E21","Barnhart","Port",NA,NA,2021-03-24,1214,2,11,NA,"Port #26","Swab",NA,NA,NA,0,2,2,0,"202, 302, 402, 502, 602, 702",NA,"31","No Amp","30.7","27.9","Positive (2/3)",33.9,NA,NA,NA,"uo","Positive"
"83",219,"E212","Barnhart","Roof","3/29/2021",1014,2021-03-30,1106,8,9,"Z","Exhaust #30","PUF",NA,NA,NA,0,3,3,1,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,"29.7","No Amp","No Amp","27.5","Negative",36.6,NA,NA,NA,"uo","Negative"
"84",220,"E213","Barnhart","Port",NA,NA,2021-03-30,1108,8,8,NA,"Port #31","Swab",NA,NA,NA,0,3,3,1,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,"29.2","No Amp","27.9","27.3","Positive (2/3)",32.4,NA,NA,NA,"uo","Positive"
"85",221,"E214","Barnhart","Roof","3/29/2021",1016,2021-03-30,1108,8,8,"F","Exhaust #31","PUF",NA,NA,NA,0,3,3,1,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,"29.9","31.9","31.1","26.5","Positive (3/3)",31,NA,NA,NA,"uo","Positive"
"86",222,"E215","Barnhart","Port",NA,NA,2021-03-30,1110,8,7,NA,"Port #34","Swab",NA,NA,NA,0,3,3,1,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,"31.6","No Amp","31.8","25.5","Positive (2/3)",34.5,NA,NA,NA,"uo","Positive"
"87",223,"E216","Barnhart","Roof","3/29/2021",1018,2021-03-30,1110,8,7,"K","Exhaust #34","PUF",NA,NA,NA,0,3,3,1,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,"30.3","No Amp","No Amp","25.5","Negative",36.8,NA,NA,NA,"uo","Negative"
"88",224,"E217","Barnhart","Port",NA,NA,2021-03-30,1112,8,6,NA,"Port #37","Swab",NA,NA,NA,0,3,3,1,"117, 119, 217, 219, 317, 417, 517, 617, 717, 319, 419, 519, 619, 719",NA,"30.7","No Amp","26.9","28","Positive (2/3)",32.5,NA,NA,NA,"uo","Positive"
"89",23,"E22","Barnhart","Roof","3/23/2021",1120,2021-03-24,1214,2,11,NA,"Exhaust #26","PUF",NA,NA,NA,0,2,2,0,"202, 302, 402, 502, 602, 702",NA,"32","No Amp","No Amp","28.9","Negative",37.3,NA,NA,NA,"uo","Negative"
"90",227,"E220","Barnhart","Roof","3/29/2021",1022,2021-03-30,1114,8,5,"I","Exhaust #33","PUF",NA,NA,NA,0,3,3,1,"113, 115, 213, 215, 313, 413, 513, 613, 713, 315, 415, 515, 615, 715",NA,"30.2","No Amp","No Amp","31.4","Negative",36.7,NA,NA,NA,"uo","Negative"
